最大值,最小值,极差,均值,整流均值,均方根,能量对数,方差,标准差,峭度,偏度,裕度,波形特征,峰值因子1,峰值因子2,差分-最大值,差分-最小值,差分-极差,差分-均值,差分-整流均值,差分-均方根,差分-能量对数,差分-方差,差分-标准差,差分-峭度,差分-偏度,差分-裕度,差分-波形特征,差分-峰值因子1,差分-峰值因子2,LL能量,LH能量,HL能量,HH能量,信息熵,信息量,奇异值0,奇异值1,奇异值2,奇异值3,lable
1.422598,0.93016,0.492438,1.131612,1.131612,1.140274,-1.741403,0.019678,0.142453,1.061821,0.269706,1.261948,1.007654,1.247593,1.257143,0.218861,-0.136788,0.355649,-0.002565,0.048731,0.068565,-8.094666,0.004695,0.069613,4.778483,6.076805,6.4226,1.407012,3.192028,4.491221,46.714847,0.024822,0.022985,0.01901,0.01781,46.648158,6.83483,0.158597,0.150695,0.137495,2
1.367883,0.93016,0.437723,1.132441,1.132441,1.139965,-2.351761,0.017098,0.132787,1.053537,0.243676,1.211915,1.006644,1.199934,1.207906,0.136788,-0.136789,0.273577,0.002565,0.038472,0.052757,-10.375341,0.002777,0.053537,3.766975,1.03126,5.169358,1.371311,2.592808,3.555547,46.074804,0.016308,0.008206,0.003715,0.008252,46.046599,6.787844,0.127644,0.09057,0.060923,2
1.477313,0.957518,0.519795,1.129954,1.129954,1.137107,-2.581907,0.016216,0.129315,1.054436,0.815252,1.311426,1.00633,1.299186,1.30741,0.191503,-0.164145,0.355648,0,0.051296,0.069075,-8.024247,0.004771,0.07018,3.875416,-0.116527,5.077386,1.3466,2.772407,3.733325,46.789639,0.053472,0.009306,0.017134,0.020226,46.709933,6.840298,0.231185,0.1309,0.096415,2
1.477313,0.93016,0.547153,1.121664,1.121664,1.129663,-2.126578,0.018008,0.136274,1.061149,0.767194,1.321636,1.007131,1.307747,1.317073,0.191503,-0.191504,0.383007,-0.004275,0.0607,0.081357,-6.614688,0.006601,0.082545,3.30632,-2.059235,4.220279,1.340324,2.35385,3.154922,45.338971,0.029671,0.017726,0.029596,0.020672,45.262153,6.733424,0.173634,0.170646,0.133037,2
1.477313,0.848087,0.629226,1.111716,1.111716,1.12437,-0.163903,0.028296,0.170824,1.094008,0.438854,1.336362,1.011383,1.313903,1.328859,0.300934,-0.191504,0.492438,-0.00342,0.064975,0.08812,-5.915692,0.007753,0.089462,5.513689,9.731962,5.929055,1.356221,3.415055,4.631569,43.980936,0.083072,0.018044,0.016512,0.029763,43.863791,6.631813,0.288222,0.134332,0.128455,2
1.532029,0.848087,0.683942,1.112545,1.112545,1.12712,0.456834,0.032644,0.183478,1.108585,0.464725,1.385988,1.013101,1.359242,1.377049,0.273577,-0.109431,0.383008,0.00342,0.064975,0.082073,-6.534137,0.006724,0.083314,4.671279,9.168789,5.06473,1.263157,3.333329,4.210519,46.607142,0.092265,0.011176,0.022991,0.029919,46.481248,6.826952,0.303545,0.15161,0.105717,2
1.532029,0.875445,0.656584,1.112545,1.112545,1.126577,0.290764,0.031419,0.180004,1.10676,0.609811,1.385544,1.012613,1.359898,1.377049,0.273577,-0.109431,0.383008,-0.00342,0.049586,0.071406,-7.745934,0.005087,0.072465,7.483546,15.971109,7.821627,1.440042,3.831306,5.51724,45.244861,0.0198,0.013465,0.015397,0.013827,45.196269,6.726445,0.140503,0.12421,0.115268,2
1.477313,0.875445,0.601868,1.089332,1.089332,1.10133,-0.48429,0.026284,0.164637,1.094271,0.692263,1.363433,1.011014,1.34139,1.356164,0.328291,-0.136788,0.465079,0.000855,0.052151,0.079319,-6.823531,0.006291,0.080584,9.793068,19.156123,8.851077,1.520971,4.138848,6.295065,42.430901,0.01262,0.023269,0.026353,0.018133,42.368783,6.513902,0.162384,0.15246,0.11232,2
1.477313,0.875445,0.601868,1.083529,1.083529,1.096615,-0.128399,0.028529,0.171523,1.104781,0.784128,1.371371,1.012077,1.347158,1.363427,0.492437,-0.136788,0.629225,0.000855,0.06241,0.107381,-4.192354,0.01153,0.109096,14.140456,28.140095,12.728953,1.720582,4.585891,7.890402,43.93537,0.093267,0.024289,0.033545,0.037579,43.785023,6.628378,0.305371,0.183165,0.155788,2
1.477313,0.848087,0.629226,1.061145,1.061145,1.076019,0.34119,0.031786,0.181052,1.123149,0.846459,1.401548,1.014016,1.372944,1.392187,0.492437,-0.136788,0.629225,-0.002565,0.067539,0.110176,-3.971239,0.012132,0.111908,12.86639,26.598397,10.262985,1.631294,4.469553,7.291154,40.637386,0.06784,0.027443,0.035967,0.036042,40.506721,6.374779,0.260133,0.1891,0.165538,2
1.532029,0.848087,0.683942,1.050368,1.050368,1.06748,0.910656,0.03624,0.19332,1.146678,0.970839,1.469836,1.016291,1.435183,1.458564,0.683942,-0.136789,0.820731,0.000855,0.072669,0.137726,-2.030488,0.018968,0.139927,19.137239,36.778408,14.307471,1.89525,4.965974,9.411764,39.87383,0.029176,0.094915,0.053668,0.047437,39.697178,6.314579,0.308086,0.231662,0.170597,2
1.449956,0.875445,0.574511,1.057,1.057,1.074257,0.974754,0.036779,0.194751,1.14542,0.920559,1.382402,1.016326,1.349729,1.371765,0.492438,-0.136789,0.629227,0.00171,0.051296,0.100751,-4.746886,0.010148,0.102348,18.073319,34.167377,16.494856,1.964121,4.887676,9.599988,42.198954,0.09181,0.016873,0.0221,0.033837,42.068792,6.49608,0.30284,0.148665,0.12987,2
1.449956,0.848087,0.601869,1.034617,1.034617,1.0543,1.458984,0.041117,0.205917,1.17,0.915748,1.4141,1.019025,1.375278,1.401442,0.492438,-0.109431,0.601869,-0.000855,0.048731,0.099701,-4.836962,0.00994,0.101292,18.790011,36.397756,19.062152,2.045945,4.939157,10.105244,39.24285,0.0851,0.022232,0.010513,0.032719,39.125558,6.264463,0.290792,0.149459,0.101467,2
1.614102,0.793372,0.82073,1.046223,1.046223,1.073254,2.899659,0.057291,0.243067,1.236002,0.990116,1.561555,1.025837,1.503933,1.54279,0.82073,-0.164146,0.984876,-0.000855,0.082928,0.161488,-0.647912,0.026078,0.16407,20.934248,40.443532,14.61044,1.947336,5.082284,9.896913,40.086721,0.043764,0.125748,0.077931,0.062884,39.841386,6.331409,0.354617,0.279133,0.209192,2
1.532029,0.766014,0.766015,1.030472,1.030472,1.058497,2.99366,0.058545,0.245712,1.241093,0.847981,1.506024,1.027197,1.447362,1.486726,0.711299,-0.164146,0.875445,0.002565,0.072669,0.141743,-1.78203,0.020084,0.143987,19.95226,37.958696,15.005025,1.950528,5.018243,9.788225,41.060396,0.141723,0.03657,0.042768,0.055064,40.841082,6.407845,0.376364,0.206802,0.191228,2
1.532029,0.738657,0.793372,1.031301,1.031301,1.059643,3.046561,0.059262,0.247213,1.241097,0.795932,1.505145,1.027482,1.445797,1.485531,0.711299,-0.136788,0.848087,0.000855,0.072669,0.139581,-1.914248,0.019482,0.141812,21.154551,40.352241,13.773352,1.92078,5.095955,9.788208,39.324503,0.172215,0.052079,0.01635,0.060131,39.086147,6.270995,0.414269,0.228459,0.126332,2
1.586744,0.738657,0.848087,1.057829,1.057829,1.087654,3.379761,0.063988,0.25688,1.245304,0.754993,1.520434,1.028194,1.458868,1.5,0.656584,-0.164146,0.82073,0,0.071814,0.133149,-2.323845,0.017729,0.13528,18.665319,35.731622,12.35584,1.854088,4.931189,9.142857,40.524755,0.013298,0.073897,0.062244,0.039929,40.376099,6.365906,0.271889,0.249433,0.115298,2
1.559386,0.738657,0.820729,1.031301,1.031301,1.060413,3.164612,0.060895,0.250596,1.251159,0.861967,1.532414,1.028229,1.470545,1.512057,0.738656,-0.164146,0.902802,0.002565,0.06412,0.143056,-1.701862,0.020459,0.145322,22.332505,41.320354,19.781897,2.231091,5.163387,11.519984,41.684267,0.055363,0.071809,0.085727,0.053976,41.472822,6.45635,0.292826,0.268024,0.234788,2
1.559386,0.766014,0.793372,1.045394,1.045394,1.074004,3.146044,0.060635,0.250061,1.239871,0.797015,1.511252,1.027367,1.451937,1.491673,0.738656,-0.191504,0.93016,0,0.076944,0.148117,-1.398514,0.021939,0.150487,19.5037,37.35794,13.909751,1.92501,4.986973,9.599971,40.044984,0.214745,0.047697,0.124561,0.091055,39.663267,6.328122,0.463276,0.352919,0.218352,2
1.614102,0.766014,0.848088,1.051197,1.051197,1.08402,3.774889,0.070083,0.268836,1.275101,0.816971,1.558476,1.031224,1.488997,1.535489,0.82073,-0.136788,0.957518,-0.00171,0.068394,0.155512,-0.975856,0.024181,0.157991,24.292325,45.719972,19.744446,2.273762,5.277594,11.999991,40.264184,0.275987,0.055452,0.027662,0.081777,39.910227,6.345407,0.525344,0.235488,0.166301,2
1.641459,0.683941,0.957518,1.026327,1.026327,1.066321,4.545765,0.083695,0.293786,1.35227,0.924762,1.628943,1.038969,1.539366,1.599353,0.902802,-0.136788,1.03959,0.00342,0.071814,0.169059,-0.25161,0.028569,0.171729,25.452528,46.488137,19.707429,2.354133,5.340148,12.57142,42.447867,0.390942,0.053429,0.030471,0.097049,41.981927,6.515211,0.625182,0.231123,0.17455,2
1.641459,0.683941,0.957518,1.061974,1.061974,1.10385,4.894632,0.090695,0.305826,1.33118,0.642459,1.575623,1.039432,1.487031,1.545667,0.902802,-0.164146,1.066948,0.00171,0.083783,0.174371,0.018471,0.030402,0.177153,22.534055,42.184042,15.579218,2.081232,5.177466,10.775508,42.131701,0.275623,0.035897,0.062597,0.082252,41.762786,6.490895,0.524996,0.250204,0.189419,2
1.696175,0.683941,1.012234,1.066949,1.066949,1.110814,5.120101,0.095528,0.313869,1.357016,0.781244,1.621264,1.041113,1.526966,1.589744,1.012234,-0.164146,1.17638,0.004275,0.081218,0.189725,0.749648,0.035977,0.192711,25.358075,46.333631,19.957742,2.335986,5.335282,12.463144,42.508392,0.375533,0.099667,0.171024,0.132851,41.87602,6.519847,0.612797,0.413546,0.315701,2
1.75089,0.656584,1.094306,1.072752,1.072752,1.121168,5.580934,0.106222,0.330971,1.394419,0.812791,1.667624,1.045133,1.561665,1.632148,1.094306,-0.164146,1.258452,0.00342,0.088912,0.205182,1.430976,0.042088,0.208437,25.316518,46.446872,19.105653,2.307692,5.333334,12.307695,47.842944,0.382293,0.109888,0.092515,0.109639,47.268752,6.916872,0.618203,0.331517,0.304044,2
1.75089,0.656584,1.094306,1.0827,1.0827,1.1327,5.763025,0.110771,0.337983,1.389915,0.6891,1.65378,1.046181,1.545766,1.617151,1.094306,-0.273577,1.367883,0.002565,0.100026,0.21449,1.816883,0.045999,0.217906,21.333472,39.900331,17.995849,2.144329,5.101909,10.940171,44.293955,0.289074,0.068671,0.159063,0.106698,43.785642,6.655372,0.53765,0.398832,0.262009,2
1.778248,0.601868,1.17638,1.09099,1.09099,1.140045,5.710654,0.109443,0.335951,1.375567,0.636251,1.666278,1.044964,1.559805,1.629939,1.17638,-0.136788,1.313168,0.004275,0.088057,0.218273,1.96771,0.047625,0.221723,26.386739,48.057159,23.041949,2.478753,5.389494,13.359226,45.013613,0.329101,0.05122,0.151915,0.106614,44.490539,6.709219,0.573673,0.389757,0.226314,2
1.778248,0.683941,1.094307,1.09928,1.09928,1.147204,5.639324,0.10766,0.333203,1.372422,0.721005,1.65204,1.043596,1.550071,1.617647,1.039591,-0.136789,1.17638,0.004275,0.084638,0.195911,1.02848,0.038363,0.198998,24.814182,45.794245,20.97846,2.314697,5.306452,12.282829,50.966072,0.393068,0.106912,0.191922,0.12119,50.287363,7.139079,0.626689,0.438084,0.326914,2
1.778248,0.683941,1.094307,1.107571,1.107571,1.154299,5.559301,0.105694,0.330148,1.358601,0.693525,1.638722,1.04219,1.540543,1.605539,1.039591,-0.136789,1.17638,0.002565,0.086348,0.195672,1.019202,0.038281,0.198786,24.931396,46.177538,19.007311,2.266096,5.312932,12.039615,45.884226,0.112848,0.177033,0.105404,0.084146,45.49351,6.773796,0.420763,0.335786,0.324653,2
1.778248,0.711299,1.066949,1.110058,1.110058,1.155998,5.493403,0.104103,0.327652,1.34988,0.670084,1.634494,1.041385,1.53828,1.601942,1.066949,-0.109431,1.17638,0,0.080363,0.197753,1.111826,0.039106,0.200917,26.499585,48.750988,22.507922,2.46074,5.395373,13.27661,46.257766,0.342824,0.042135,0.112004,0.097221,45.768905,6.801307,0.585508,0.334656,0.205265,2
1.805605,0.656584,1.149021,1.128296,1.128296,1.177978,5.9099,0.114581,0.343746,1.375365,0.703946,1.634927,1.044033,1.5328,1.600294,1.149021,-0.191503,1.340524,0.006839,0.083783,0.213779,1.784254,0.045655,0.217089,26.113304,47.2159,26.583908,2.551592,5.374796,13.714286,54.117419,0.442804,0.074904,0.314409,0.133328,53.303373,7.356484,0.665115,0.560721,0.273664,2
1.805605,0.656584,1.149021,1.156483,1.156483,1.208222,6.194765,0.122348,0.355207,1.360294,0.503311,1.596603,1.044739,1.494431,1.56129,1.149021,-0.191503,1.340524,0.004275,0.088057,0.215686,1.864097,0.046502,0.219094,25.217799,46.062688,23.419777,2.449373,5.327297,13.04854,50.223592,0.141191,0.166644,0.220525,0.099744,49.70263,7.086868,0.469605,0.408252,0.375581,2
1.832963,0.629226,1.203737,1.165602,1.165602,1.221356,6.560029,0.133084,0.370463,1.37816,0.463456,1.610802,1.047833,1.50076,1.572546,1.203737,-0.164146,1.367883,0.004275,0.088057,0.222518,2.135067,0.049496,0.226036,26.786025,48.561185,22.970863,2.526958,5.409626,13.669898,52.654209,0.113959,0.189921,0.192689,0.090862,52.163901,7.256327,0.438969,0.435788,0.337478,2
-0.456907,-0.830123,0.373216,-0.680151,0.680151,0.690918,-2.989441,0.014763,0.123387,1.110992,0.452513,-0.677501,1.015831,-0.661304,-0.671773,0.079167,-0.072382,0.151549,-0.000141,0.028981,0.03535,-13.842791,0.00125,0.035916,2.724897,0.725417,3.154243,1.219788,2.239491,2.731704,16.426633,0.007373,0.00217,0.001619,0.008981,16.415482,4.052979,0.085867,0.046569,0.040226,3
-0.456907,-0.89798,0.441073,-0.701708,0.701708,0.714362,-2.147827,0.01792,0.135941,1.126598,0.383837,-0.657464,1.018034,-0.639601,-0.651136,0.079167,-0.073512,0.152679,-0.001096,0.031914,0.037645,-13.300101,0.001416,0.038231,2.265564,1.385027,2.802778,1.179576,2.102976,2.480621,18.583545,0.004615,0.00223,0.003835,0.007888,18.572873,4.310865,0.067831,0.061925,0.047216,3
-0.494228,-0.89798,0.403752,-0.718638,0.718638,0.729254,-2.814064,0.015371,0.125904,1.105673,0.376321,-0.693143,1.014773,-0.677717,-0.687729,0.073513,-0.081429,0.154942,-0.000742,0.030995,0.038163,-13.179405,0.001456,0.038766,2.497751,-3.628995,2.80777,1.231254,1.926289,2.371751,19.924954,0.002807,0.002861,0.002643,0.005943,19.916647,4.46374,0.054444,0.053365,0.049815,3
-0.494228,-0.891194,0.396966,-0.743245,0.743245,0.752838,-3.111913,0.014353,0.12166,1.091049,0.521291,-0.669565,1.012908,-0.656487,-0.66496,0.052024,-0.081429,0.133453,-0.001272,0.028557,0.035348,-13.848931,0.001248,0.03589,2.730034,-5.495408,2.134228,1.237823,1.471763,1.821782,19.584832,0.006281,0.001995,0.001616,0.006918,19.574947,4.425476,0.079241,0.044677,0.040169,3
-0.522502,-0.93304,0.410538,-0.763328,0.763328,0.77398,-2.539045,0.016376,0.129954,1.100797,0.347855,-0.689572,1.013956,-0.675084,-0.684505,0.052024,-0.066727,0.118751,-0.001555,0.02891,0.033961,-14.200228,0.001151,0.034468,2.076709,-1.824272,2.017896,1.174694,1.531893,1.799506,21.850259,0.004767,0.001514,0.002719,0.005817,21.841263,4.674426,0.069036,0.052143,0.03889,3
-0.514586,-0.93304,0.418454,-0.783102,0.783102,0.793611,-2.488302,0.016569,0.130716,1.091576,0.699841,-0.661937,1.013419,-0.648411,-0.657112,0.078036,-0.099524,0.17756,-0.000106,0.031844,0.040366,-12.690356,0.001629,0.041012,2.880341,-4.50521,2.91565,1.267632,1.933216,2.450608,23.379094,0.01052,0.002165,0.003672,0.009231,23.362755,4.835195,0.102501,0.060595,0.046525,3
-0.514586,-0.988457,0.473871,-0.795303,0.795303,0.805497,-2.554251,0.016319,0.129727,1.089678,0.583147,-0.651514,1.012818,-0.638843,-0.647031,0.079167,-0.099524,0.178691,-0.000919,0.032232,0.041073,-12.541626,0.001686,0.04172,2.845881,-3.903707,2.916955,1.274283,1.927462,2.456133,22.351653,0.002416,0.002631,0.004026,0.005784,22.342585,4.727755,0.06361,0.052813,0.047195,3
-0.499883,-1.006552,0.506669,-0.815043,0.815043,0.826727,-1.852252,0.019182,0.140647,1.099884,0.552523,-0.618095,1.014335,-0.604653,-0.613321,0.079167,-0.132322,0.211489,-0.000459,0.034812,0.045043,-11.738507,0.002029,0.045761,3.729837,-8.813906,2.724722,1.293883,1.757584,2.274107,24.753239,0.009133,0.002528,0.00338,0.008186,24.738211,4.975263,0.095545,0.058151,0.050256,3
-0.545121,-1.006552,0.461431,-0.83965,0.83965,0.849591,-2.430172,0.016792,0.131594,1.082137,0.677805,-0.653395,1.011839,-0.641628,-0.649224,0.087084,-0.109703,0.196787,0.000389,0.032692,0.040991,-12.557264,0.00168,0.041645,3.212216,-6.125579,3.066829,1.253862,2.124473,2.663796,26.771926,0.009295,0.003499,0.003749,0.008355,26.755397,5.17416,0.096381,0.061232,0.059143,3
-0.545121,-1.05179,0.506669,-0.86083,0.86083,0.871041,-2.205459,0.017684,0.135042,1.083406,0.596744,-0.637303,1.011862,-0.625827,-0.633251,0.076905,-0.109703,0.186608,-0.001838,0.031596,0.041049,-12.553329,0.001682,0.041664,3.068427,-4.775912,3.093819,1.299176,1.873503,2.434011,26.234199,0.001424,0.00301,0.004415,0.004866,26.225354,5.121935,0.067452,0.054115,0.036798,3
-0.533812,-1.092505,0.558693,-0.871488,0.871488,0.883264,-1.529314,0.020663,0.145975,1.091138,0.781623,-0.617117,1.013512,-0.604363,-0.612529,0.076905,-0.214882,0.291787,-0.000778,0.03824,0.055453,-9.932987,0.003074,0.056335,7.791168,-18.592026,2.638301,1.45011,1.386853,2.011089,28.24209,0.012134,0.003672,0.006594,0.010437,28.219716,5.314331,0.110069,0.081188,0.060589,3
-0.527026,-1.092505,0.565479,-0.873099,0.873099,0.886377,-0.996105,0.023362,0.155216,1.102121,0.729936,-0.608728,1.015208,-0.594585,-0.603627,0.090477,-0.228453,0.31893,-0.001767,0.039089,0.056916,-9.710066,0.003236,0.057799,8.753816,-19.068812,2.941701,1.45608,1.589649,2.314656,29.298161,0.027401,0.003279,0.01146,0.017359,29.256113,5.412781,0.16545,0.107052,0.057199,3
-0.527026,-1.093636,0.56661,-0.900516,0.900516,0.913962,-0.807751,0.024398,0.158619,1.097889,0.872149,-0.590173,1.014932,-0.576639,-0.585249,0.068989,-0.228453,0.297442,-0.003322,0.039654,0.057127,-9.68845,0.003252,0.057943,8.589165,-19.081652,2.151282,1.440638,1.207635,1.739766,28.820087,0.014043,0.00948,0.004807,0.012667,28.791796,5.368438,0.118415,0.09731,0.069268,3
-0.556431,-1.133219,0.576788,-0.907268,0.907268,0.922366,-0.268419,0.027624,0.16878,1.111218,0.69413,-0.618982,1.016641,-0.603265,-0.613304,0.068989,-0.272561,0.34155,-0.002651,0.042093,0.064297,-8.654238,0.004127,0.06527,10.602031,-23.420354,2.070263,1.527499,1.07298,1.638976,30.799557,0.023742,0.006934,0.009837,0.016286,30.75912,5.549737,0.154054,0.099265,0.083073,3
-0.34268,-1.133219,0.790539,-0.784782,0.784782,0.824891,3.418613,0.064563,0.258032,1.308463,0.376609,-0.449987,1.051109,-0.415425,-0.436657,0.078036,-0.032797,0.110833,0.023361,0.030995,0.036838,-15.718852,0.000811,0.028939,2.26406,-1.11678,2.893296,1.188509,2.118353,2.517681,22.809134,0.004022,0.00147,0.002587,0.005092,22.801058,4.775891,0.063427,0.050853,0.038341,3
-0.297442,-0.659348,0.361906,-0.42596,0.42596,0.439111,-4.120979,0.011377,0.108316,1.261063,-0.630267,-0.708873,1.030875,-0.677373,-0.698287,0.07012,-0.045238,0.115358,0.001414,0.022195,0.028217,-15.811198,0.000794,0.028633,2.88987,5.731845,3.895625,1.271336,2.484993,3.159261,7.454346,0.00279,0.000677,0.000577,0.007315,7.450306,2.730272,0.052474,0.025955,0.024004,3
-0.369823,-1.224827,0.855004,-0.85425,0.85425,0.90799,5.082416,0.094703,0.31251,1.364053,0.321753,-0.449254,1.062909,-0.407299,-0.432921,0.055417,-0.428633,0.48405,-0.02011,0.041386,0.082934,-6.699124,0.006474,0.081746,22.35835,-39.990754,1.831051,2.003914,0.668206,1.339027,30.211127,0.035726,0.017802,0.025295,0.03007,30.132582,5.496465,0.189013,0.159045,0.133423,3
-0.624288,-1.280244,0.655956,-1.009945,1.009945,1.026701,0.649654,0.034126,0.187597,1.11255,0.61489,-0.623791,1.016591,-0.608052,-0.618141,0.063333,-0.448991,0.512324,-0.003746,0.042835,0.087213,-6.007042,0.007592,0.088526,22.035577,-41.503603,2.058226,2.036012,0.72619,1.478532,39.620283,0.030037,0.018328,0.02334,0.021877,39.548752,6.294468,0.173219,0.15276,0.135377,3
-0.624288,-1.280244,0.655956,-1.041954,1.041954,1.058287,0.672141,0.034303,0.188083,1.102373,0.853758,-0.604443,1.015675,-0.589904,-0.599151,0.074643,-0.448991,0.523634,-0.002474,0.051317,0.09025,-5.704915,0.008139,0.09166,19.248014,-37.363005,1.80367,1.758674,0.827067,1.454541,38.738847,0.08511,0.013386,0.03348,0.036966,38.607539,6.224057,0.291672,0.182981,0.115685,3
-0.616372,-1.285899,0.669527,-1.051311,1.051311,1.068575,0.953552,0.0366,0.194277,1.106756,0.846349,-0.591733,1.016422,-0.576817,-0.586289,0.088215,-0.479526,0.567741,-0.002439,0.049585,0.094505,-5.304453,0.008925,0.095985,20.806095,-39.345468,2.378109,1.905894,0.933447,1.779051,40.974845,0.135996,0.013524,0.01509,0.040993,40.811354,6.401161,0.368767,0.122852,0.116259,3
-0.641253,-1.341315,0.700062,-1.061146,1.061146,1.079996,1.378187,0.040359,0.20401,1.117532,0.700919,-0.610303,1.017763,-0.593755,-0.604302,0.131191,-0.600538,0.731729,-0.002474,0.053508,0.116172,-3.510551,0.01349,0.118004,22.425874,-41.476304,3.617365,2.171102,1.129281,2.451786,43.539828,0.146398,0.032281,0.022978,0.047558,43.339627,6.598474,0.38259,0.179663,0.151585,3
-0.641253,-1.351494,0.710241,-1.095452,1.095452,1.114901,1.652252,0.042988,0.21055,1.11412,0.848408,-0.591292,1.017754,-0.575166,-0.585377,0.131191,-0.600538,0.731729,-0.001767,0.055063,0.115427,-3.565473,0.01332,0.11726,22.979005,-42.744116,3.259477,2.096258,1.136569,2.382543,42.997047,0.097356,0.027361,0.026051,0.038062,42.847059,6.557213,0.312022,0.165408,0.161397,3
-0.653693,-1.39447,0.740777,-1.12095,1.12095,1.140794,1.839568,0.044883,0.21514,1.117168,0.701671,-0.588932,1.017703,-0.573016,-0.58316,0.08256,-0.608455,0.691015,-0.002863,0.0563,0.116498,-3.486893,0.013564,0.118326,23.296911,-43.363924,2.022799,2.069214,0.708683,1.466418,46.771743,0.162422,0.029453,0.059584,0.0548,46.522284,6.838988,0.403008,0.244098,0.171614,3
-0.159465,-2.085485,1.92602,-1.13507,1.13507,1.198603,7.029159,0.148265,0.391022,1.448299,-0.373726,-0.145213,1.055973,-0.133042,-0.140489,1.639888,-1.018993,2.658881,0.038594,0.136916,0.352314,6.075561,0.122636,0.355798,16.890401,21.026391,22.388793,2.573208,4.654615,11.977294,45.200206,2.318956,0.283392,1.188982,0.488723,41.842537,6.723277,1.52229,1.0919,0.528649,3
-0.064465,-2.178224,2.113759,-1.023482,1.023482,1.184622,10.830999,0.355813,0.605749,1.945015,-0.276251,-0.070137,1.157443,-0.054418,-0.062986,1.639888,-1.185243,2.825131,-0.00933,0.548161,0.72616,12.40931,0.527221,0.737718,2.920971,3.843614,3.800891,1.324721,2.258302,2.991619,45.610197,1.899111,1.213612,3.37459,0.724239,40.246787,6.753845,1.836376,1.378019,1.100851,3
-0.064465,-1.612745,1.54828,-0.744033,0.744033,0.939288,10.486465,0.328676,0.582192,2.205633,-0.290253,-0.105013,1.262428,-0.068632,-0.086643,1.54828,-1.21691,2.76519,-0.035484,0.349819,0.526795,9.602463,0.276254,0.534008,5.028895,3.018347,5.889075,1.505906,2.939057,4.425943,31.992923,3.534725,0.374293,0.333212,0.616503,28.599093,5.656272,1.879965,0.611962,0.577036,3
-0.169644,-2.316201,2.146557,-1.100799,1.100799,1.324572,12.664642,0.542733,0.748127,2.054624,-0.239009,-0.177263,1.203283,-0.128075,-0.15411,0.351728,-2.144295,2.496023,-0.059658,0.18576,0.408781,7.325707,0.163543,0.410876,23.715436,-42.018123,2.941492,2.200593,0.860431,1.893457,73.142119,1.372076,0.26263,0.407768,0.213393,71.1833,8.55327,1.16536,0.639579,0.508958,3
-0.171906,-2.316201,2.144295,-1.876327,1.876327,2.043909,13.494177,0.656961,0.823099,1.256963,1.416627,-0.10002,1.089314,-0.084106,-0.091618,0.258989,-2.144295,2.403284,-0.041775,0.092244,0.383742,6.8184,0.145513,0.387565,30.474234,-52.084524,16.596713,4.160091,0.674904,2.80766,147.742098,1.608408,0.317018,0.21376,0.122923,145.65168,12.154922,1.268222,0.563043,0.462341,3
-0.167382,-2.316201,2.148819,-1.53656,1.53656,1.690084,12.268061,0.495368,0.714737,1.452361,0.587403,-0.117736,1.099914,-0.099038,-0.108933,0.192262,-0.597145,0.789407,0.067151,0.104472,0.149134,-2.323071,0.017732,0.135292,8.501688,-37.989225,2.575798,1.427504,1.289186,1.840318,94.203968,0.022187,0.063831,0.056665,0.018566,94.061584,9.705873,0.252647,0.238044,0.148952,3
-0.084822,-1.40578,1.320958,-0.47932,0.47932,0.591264,6.104973,0.119845,0.351554,2.756626,-0.914894,-0.20322,1.233546,-0.143459,-0.176963,0.192262,-0.105179,0.297441,0.022054,0.065878,0.084379,-6.593266,0.006633,0.082749,2.82402,5.009117,3.531207,1.280827,2.278564,2.918446,12.754382,0.027372,0.003057,0.005597,0.030793,12.71852,3.57147,0.162482,0.074571,0.055183,3
-0.317799,-0.940957,0.623158,-0.717541,0.717541,0.732116,-1.43251,0.021129,0.147611,1.136081,0.616353,-0.448043,1.020312,-0.434083,-0.4429,0.068988,-0.140239,0.209227,-0.011981,0.044708,0.054422,-10.310829,0.002818,0.053937,2.881942,-4.824241,1.75091,1.21728,1.267641,1.543074,19.207716,0.01025,0.006011,0.008709,0.016336,19.182789,4.382662,0.101532,0.093109,0.077336,3
-0.688753,-1.92602,1.237267,-1.234834,1.234834,1.334974,9.423868,0.257341,0.515153,1.556983,-0.29007,-0.582057,1.081096,-0.51593,-0.55777,0.085953,-1.220303,1.306256,-0.026295,0.072169,0.219529,1.956478,0.047502,0.221436,29.839031,-51.160717,2.053605,3.041869,0.391533,1.190992,66.756081,0.471551,0.10908,0.088834,0.091932,66.096854,8.170441,0.686683,0.330271,0.29805,3
-0.983933,-1.92602,0.942087,-1.650615,1.650615,1.665602,2.282198,0.049698,0.226388,1.058709,1.333966,-0.599162,1.009079,-0.590737,-0.596101,0.205835,-0.151548,0.357383,0.028027,0.050504,0.070591,-8.580579,0.004198,0.065826,4.227619,2.211601,5.228251,1.397725,2.915875,4.07559,94.358409,0.047083,0.009401,0.010501,0.009277,94.291497,9.713826,0.216983,0.102525,0.096877,3
-0.081429,-1.635364,1.553935,-0.714285,0.714285,0.896727,10.001006,0.293916,0.550546,2.273373,-0.369231,-0.136745,1.255418,-0.090807,-0.114001,0.205835,-0.011309,0.217144,0.048207,0.050116,0.067117,-11.424649,0.002181,0.047445,4.283796,13.358922,5.047761,1.339236,3.066831,4.107212,26.38946,0.019625,0.004549,0.003253,0.012971,26.362077,5.137088,0.139339,0.067425,0.057007,3
